LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtQual,BsmtExposure,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,Fireplaces,GarageCars,GarageArea,OpenPorchSF,SalePrice
6305,Crawfor,5,7,1938,1950,Fa,No,0,920,954,0,954,1,Fa,1,1,240,0,119750
11500,Edwards,4,3,1957,1957,NA,NA,0,0,845,0,845,1,TA,0,1,290,0,84000
12898,Timber,9,5,2007,2008,Ex,Gd,1022,1620,1620,0,1620,2,Ex,1,3,912,0,315500
9240,CollgCr,8,5,2001,2002,Gd,No,0,1055,1055,1208,2263,2,Gd,1,2,905,45,287000
1533,MeadowV,4,6,1970,2008,TA,No,0,546,798,546,1344,1,TA,1,0,0,0,97000
1477,MeadowV,4,4,1970,1970,Gd,Av,509,630,630,0,630,1,TA,0,1,286,0,80000
13125,Sawyer,5,4,1957,2000,TA,No,168,1134,1803,0,1803,2,TA,1,2,484,0,155000
9130,NWAmes,6,8,1966,2000,TA,No,400,800,800,832,1632,1,Gd,0,2,484,40,173000
5381,NridgHt,6,5,2005,2005,Gd,Av,900,1306,1306,0,1306,2,Gd,1,2,624,63,196000
11839,SawyerW,7,5,1990,1990,Gd,No,1085,1475,1532,797,2329,2,Gd,1,2,514,121,262280
9600,NWAmes,8,5,1981,1981,Gd,No,1104,2524,2524,0,2524,2,Gd,1,2,542,120,278000
13680,Edwards,3,5,1955,1955,NA,NA,0,0,1733,0,1733,2,TA,1,2,452,0,139600
16056,StoneBr,9,5,2005,2006,Ex,Av,240,1992,1992,876,2868,3,Ex,1,3,716,108,556581
9245,CollgCr,5,5,1994,1995,Gd,No,686,990,990,0,990,1,TA,0,2,672,0,145000
21750,Mitchel,5,4,1960,2006,NA,NA,0,0,1771,0,1771,1,TA,1,2,336,0,115000
11100,Edwards,4,7,1946,2006,NA,NA,0,0,930,0,930,1,Gd,0,1,308,0,84900
8993,Gilbert,7,5,2007,2007,Gd,Av,0,1302,1302,0,1302,2,Gd,0,2,436,22,176485
11175,CollgCr,7,5,2007,2007,Gd,Av,0,1316,1316,0,1316,2,Gd,1,2,440,20,200141
9500,NAmes,6,6,1964,1978,TA,No,442,816,1127,850,1977,1,TA,1,2,540,52,165000
8562,Edwards,5,6,1957,2002,TA,Av,383,1216,1526,0,1526,1,TA,1,1,364,78,144500
11367,CollgCr,8,5,2002,2002,Gd,Mn,932,1065,1091,898,1989,2,Gd,1,2,586,60,255000
11361,NWAmes,6,5,1976,1976,Gd,No,644,1193,1523,0,1523,2,TA,1,2,478,0,180000
7052,NridgHt,7,5,2005,2005,Gd,Av,659,1364,1364,0,1364,2,Gd,1,2,484,36,185850
29959,NoRidge,7,6,1994,1994,Gd,No,595,973,979,871,1850,2,Gd,1,2,467,98,248000
11308,NridgHt,9,5,2008,2008,Ex,Av,936,1104,1130,1054,2184,2,Ex,1,3,836,102,335000
11275,Crawfor,6,7,1932,1950,TA,Mn,297,854,1096,895,1991,1,TA,1,2,432,0,220000
4920,StoneBr,8,5,2001,2001,Gd,Mn,616,1338,1338,0,1338,2,Gd,0,2,582,0,213500
18000,IDOTRR,3,4,1935,1950,TA,No,0,894,894,0,894,1,TA,0,3,1248,20,81000
13600,OldTown,5,5,1900,1950,TA,No,0,662,1422,915,2337,2,TA,0,2,560,57,90000
6000,OldTown,6,6,1925,1980,TA,No,397,1103,1103,0,1103,1,Gd,1,2,440,120,110500
11000,NAmes,5,6,1966,1966,TA,Mn,740,1154,1154,0,1154,1,TA,1,2,480,58,154000
14000,ClearCr,7,5,1996,1997,Ex,Gd,1201,1306,1306,954,2260,2,Gd,0,2,533,44,328000
7837,Gilbert,6,7,1993,1994,Gd,No,0,799,799,772,1571,2,TA,1,2,380,40,178000
9760,NAmes,6,6,1964,1964,TA,Gd,674,780,798,813,1611,1,TA,0,2,442,128,167900
3964,MeadowV,6,4,1973,1973,Gd,No,837,942,1291,1230,2521,2,TA,1,2,576,20,151400
9600,NAmes,5,7,1949,2003,TA,No,220,845,893,0,893,1,Gd,0,2,576,0,135000
10152,NAmes,5,5,1956,1956,TA,No,586,1048,1048,0,1048,1,TA,0,1,286,20,135000
11700,NWAmes,6,6,1968,1968,TA,No,298,727,829,727,1556,1,TA,0,2,441,0,154000
7585,Edwards,5,3,1948,1950,Fa,Mn,0,810,1002,454,1456,1,TA,1,1,280,0,91500
7950,Edwards,6,6,1977,1977,TA,No,535,690,698,728,1426,1,TA,0,2,440,0,159500
8556,CollgCr,7,5,2006,2006,Gd,Av,0,1240,1240,0,1240,2,Gd,0,3,826,93,194000
13125,Crawfor,7,6,1940,1984,TA,No,410,800,960,780,1740,1,TA,2,1,240,0,219500
10800,OldTown,5,8,1936,1989,Fa,No,626,796,1096,370,1466,2,Gd,1,2,566,21,170000
15870,NAmes,5,5,1969,1969,TA,Mn,75,1096,1096,0,1096,1,TA,0,1,299,32,138800
4435,CollgCr,6,5,2004,2004,Gd,Mn,662,848,848,0,848,1,Gd,1,2,420,0,155900
8775,CollgCr,5,5,1994,1994,Gd,No,495,990,990,0,990,1,TA,0,1,299,64,126000
11040,NWAmes,6,7,1971,2004,TA,No,656,1258,1258,0,1258,2,Gd,0,2,528,0,145000
7500,Sawyer,5,5,1963,1963,TA,No,824,1040,1040,0,1040,1,TA,0,1,308,0,133000
8749,CollgCr,7,5,2002,2002,Gd,No,0,1459,1459,0,1459,2,Gd,1,2,527,39,192000
8800,NAmes,6,6,1964,1964,TA,No,553,1251,1251,0,1251,1,TA,2,1,461,116,160000
13031,Gilbert,6,5,1995,1996,Gd,No,592,691,691,807,1498,2,TA,1,2,409,44,187500
9069,SawyerW,6,6,1992,1992,Gd,Av,747,936,996,0,996,1,Gd,0,2,564,0,147000
1974,MeadowV,4,5,1973,1973,TA,No,334,546,546,546,1092,1,TA,0,1,286,96,83500
10574,Somerst,8,5,2005,2006,Gd,Mn,0,1082,1082,871,1953,2,Gd,1,3,1043,50,252000
2522,Edwards,7,5,2004,2004,Gd,No,0,970,970,739,1709,2,Gd,0,2,380,40,137500
3316,Somerst,8,5,2005,2005,Gd,No,1039,1247,1247,0,1247,1,Gd,1,2,550,84,197000
8544,NAmes,3,4,1950,1950,NA,NA,0,0,1040,0,1040,2,TA,0,2,400,0,92900
2160,Somerst,7,5,1999,2000,Gd,No,510,600,624,628,1252,2,Gd,0,2,462,48,160000
8400,SWISU,6,5,1925,1950,TA,No,423,1181,1390,304,1694,2,TA,1,2,576,0,136500
9230,NAmes,5,8,1965,1998,TA,Mn,661,864,1200,0,1200,1,Gd,0,2,884,64,146000
5868,NAmes,5,7,1956,2000,TA,No,248,936,936,0,936,1,TA,0,1,308,0,129000
9317,CollgCr,6,5,2006,2006,Gd,No,24,1314,1314,0,1314,2,Gd,1,2,440,22,176432
6882,IDOTRR,6,7,1914,2006,TA,No,0,684,773,582,1355,1,Gd,0,0,0,0,127000
3696,StoneBr,8,5,1986,1986,Gd,No,0,1074,1088,0,1088,1,Gd,0,2,461,74,170000
6000,BrkSide,4,6,1936,1950,TA,No,672,672,757,567,1324,1,TA,0,1,240,0,128000
11880,NWAmes,7,5,1978,1978,Gd,No,704,1271,1601,0,1601,2,TA,1,2,478,0,157000
8400,SWISU,2,5,1920,1950,TA,No,290,290,438,0,438,1,Fa,0,1,246,0,60000
9758,NAmes,5,5,1971,1971,TA,No,412,950,950,0,950,1,TA,0,1,280,0,119500
7000,NAmes,5,7,1960,2002,TA,No,588,1010,1134,0,1134,1,TA,0,1,254,16,135000
8910,NAmes,6,6,1959,1959,TA,Mn,655,655,1194,0,1194,1,TA,1,2,539,0,159500
2016,BrDale,5,5,1970,1970,TA,No,0,630,630,672,1302,2,TA,0,2,440,0,106000
12256,NoRidge,8,5,1994,1995,Ex,Av,1032,1463,1500,1122,2622,2,Gd,2,2,712,32,325000
10357,SawyerW,7,5,1990,1991,Gd,Mn,738,910,1442,0,1442,2,Gd,1,2,719,244,179900
23257,Gilbert,7,5,2006,2006,Ex,No,0,868,887,1134,2021,2,Gd,1,2,422,100,274725
8063,Gilbert,6,5,2000,2000,Gd,No,0,924,948,742,1690,2,TA,1,2,463,48,181000
11362,NridgHt,8,5,2004,2005,Ex,Mn,1039,1836,1836,0,1836,2,Gd,1,3,862,185,280000
8000,Gilbert,6,5,1995,1996,Gd,No,219,773,773,885,1658,2,TA,1,2,431,84,188000
10480,NWAmes,7,6,1976,1976,TA,No,403,803,1098,866,1964,2,TA,1,2,483,69,205000
7100,NAmes,5,7,1957,1957,TA,No,708,816,816,0,816,1,TA,0,1,308,0,129900
8923,NAmes,5,7,1953,2006,TA,No,643,1008,1008,0,1008,1,Gd,0,1,240,18,134500
5400,OldTown,5,7,1954,2000,TA,No,415,833,833,0,833,1,Gd,0,1,326,0,117000
12085,NridgHt,8,5,2007,2007,Ex,No,1004,1734,1734,0,1734,2,Ex,1,3,928,0,318000
7750,Gilbert,8,5,2002,2002,Gd,No,353,408,779,640,1419,2,Gd,1,2,527,0,184100
9764,Sawyer,5,7,1967,2003,TA,No,702,894,894,0,894,1,Gd,0,2,450,0,130000
13825,Sawyer,5,6,1958,1987,TA,No,0,533,1021,580,1601,1,TA,0,1,300,34,140000
7560,NAmes,5,5,1959,1959,TA,No,369,1040,1040,0,1040,1,TA,0,1,286,0,133700
8263,IDOTRR,6,5,1920,1950,TA,No,0,1012,1012,0,1012,1,TA,1,1,308,22,118400
10084,CollgCr,7,5,2005,2006,Gd,Av,24,1552,1552,0,1552,2,Gd,0,3,782,20,212900
8926,Edwards,4,3,1956,1956,TA,No,0,672,960,0,960,1,TA,0,1,288,0,112000
9405,Edwards,5,9,1947,2008,TA,No,0,698,698,0,698,1,TA,0,0,0,200,118000
9125,Gilbert,7,5,1992,1992,Gd,No,0,384,812,670,1482,2,Gd,1,2,392,25,163900
10434,NAmes,4,5,1955,1955,TA,No,0,1005,1005,0,1005,1,Fa,1,2,672,0,115000
3684,Blmngtn,7,5,2007,2007,Gd,No,0,1373,1555,0,1555,2,Gd,1,3,660,20,174000
14572,Gilbert,7,5,2004,2004,Gd,Av,1300,1530,1530,0,1530,2,Gd,1,3,630,36,259000
11796,Gilbert,7,5,2004,2005,Gd,Av,0,847,847,1112,1959,2,Gd,1,2,434,48,215000
7200,OldTown,5,5,1980,1980,Gd,Gd,936,936,936,0,936,1,TA,0,2,672,0,140000
7804,SWISU,4,3,1928,1950,TA,No,622,1122,1328,653,1981,2,Gd,2,2,576,44,135000
10712,Mitchel,5,5,1991,1992,Gd,Mn,212,974,974,0,974,1,TA,0,0,0,28,93500
9900,OldTown,6,4,1880,1950,TA,Mn,0,1008,1178,1032,2210,2,Fa,0,1,205,48,117500
9828,SawyerW,8,5,1995,1995,Gd,No,584,1128,1142,878,2020,2,Gd,1,2,466,155,239500
8773,Gilbert,6,5,1997,1997,Gd,Av,0,916,916,684,1600,2,TA,1,2,460,38,169000
6180,BrkSide,6,5,1926,1950,TA,No,0,960,986,0,986,1,TA,1,1,180,128,102000
9600,NAmes,6,5,1950,1950,TA,No,280,1032,1032,220,1252,1,TA,0,1,288,0,119000
6342,Sawyer,5,8,1875,1996,TA,No,0,780,780,240,1020,1,TA,0,0,0,0,94000
9819,Mitchel,6,5,1977,1977,TA,Gd,1567,1567,1567,0,1567,2,Gd,2,2,714,32,196000
8731,BrkSide,5,5,1920,1950,TA,No,645,915,1167,0,1167,1,TA,1,2,495,0,144000
7350,NAmes,5,7,1951,1951,TA,Mn,852,952,952,0,952,1,TA,0,2,840,0,139000
10304,NWAmes,5,7,1976,1976,TA,No,381,780,1088,780,1868,2,Gd,1,2,484,96,197500
9965,CollgCr,8,5,2006,2007,Ex,Gd,1150,1466,1466,1362,2828,3,Gd,1,3,1052,144,424870
9000,Sawyer,5,3,1959,1959,TA,No,288,1006,1006,0,1006,1,TA,0,0,0,24,80000
12180,Edwards,4,4,1941,1950,Gd,No,348,672,672,252,924,1,Fa,0,1,280,0,80000
6240,BrkSide,5,6,1928,1950,TA,No,0,1042,1042,534,1576,1,TA,1,1,225,0,149000
11200,SawyerW,6,5,1985,1985,Gd,No,1258,1298,1298,0,1298,2,Gd,1,2,403,26,180000
12000,Crawfor,7,7,1941,1950,TA,No,275,704,860,704,1564,1,Fa,1,1,234,0,174500
5700,OldTown,7,7,1926,1950,TA,No,0,572,572,539,1111,1,TA,1,1,288,0,116900
9000,OldTown,7,9,1920,1988,TA,No,624,650,832,650,1482,1,TA,0,2,324,0,143000
8280,NAmes,6,5,1950,1950,TA,No,0,932,932,0,932,1,Gd,1,1,306,0,124000
17755,Edwards,5,4,1959,1959,TA,No,176,1466,1466,0,1466,1,Fa,2,2,528,140,149900
14115,Crawfor,6,7,1956,2004,TA,No,296,1073,1811,0,1811,1,Ex,1,2,470,0,230000
5890,IDOTRR,6,8,1930,2007,TA,Av,538,816,816,0,816,1,TA,0,1,432,0,120500
13700,NAmes,7,6,1965,1988,TA,Gd,454,864,902,918,1820,1,Gd,2,2,492,84,201800
10768,Veenker,5,8,1976,2004,Gd,Gd,1157,1437,1437,0,1437,2,Gd,1,2,528,21,218000
9350,NAmes,5,8,1965,1999,TA,Gd,633,1219,1265,0,1265,2,Gd,1,2,502,92,179900
5001,NridgHt,7,5,2007,2008,Gd,No,904,1314,1314,0,1314,2,Gd,1,2,626,62,230000
11932,Somerst,8,5,2007,2008,Gd,No,0,1580,1580,0,1580,2,Gd,0,3,830,24,235128
9120,NWAmes,6,6,1974,1974,TA,No,442,901,943,933,1876,2,Gd,1,2,540,69,185000
2280,NPkVill,6,5,1978,1978,Gd,No,311,855,855,601,1456,2,TA,1,2,440,0,146000
14778,Crawfor,6,7,1954,2006,TA,No,728,1296,1640,0,1640,1,Gd,1,2,924,0,224000
8724,Sawyer,5,5,1968,1968,Gd,No,492,894,894,0,894,1,TA,1,2,450,0,129000
12900,Sawyer,4,4,1969,1969,Gd,Av,1198,1198,1258,0,1258,0,TA,0,2,400,0,108959
16157,Veenker,5,7,1978,1978,Gd,Gd,680,1360,1432,0,1432,1,Gd,1,2,588,180,194000
9541,NridgHt,7,5,2009,2009,Gd,No,0,1502,1502,0,1502,2,Gd,0,2,644,114,233170
10475,CollgCr,8,5,2008,2008,Gd,Av,0,1694,1694,0,1694,2,Gd,0,3,776,33,245350
10852,Gilbert,6,5,2000,2000,Gd,No,786,959,959,712,1671,2,TA,1,2,472,38,173000
13728,Edwards,6,7,1935,1986,TA,No,626,1127,1236,872,2108,2,Gd,2,2,540,0,235000
35760,NoRidge,10,5,1995,1996,Ex,Gd,1387,1930,1831,1796,3627,3,Gd,1,3,807,76,625000
9880,Mitchel,6,6,1977,1977,TA,Av,522,1096,1118,0,1118,1,TA,1,1,358,0,171000
9120,NAmes,6,6,1958,1958,TA,No,662,1261,1261,0,1261,1,TA,1,2,433,0,163000
4017,Somerst,7,5,2006,2007,Gd,No,0,625,625,625,1250,2,Gd,0,2,625,54,171900
18030,ClearCr,5,6,1946,1994,TA,No,152,1598,1636,971,3086,3,Ex,1,0,0,0,200500
16560,Crawfor,6,8,1932,1950,Gd,No,503,952,1170,1175,2345,2,TA,1,2,360,0,239000
10678,NoRidge,8,5,1992,2000,Gd,No,700,1683,2129,743,2872,2,Gd,1,2,541,33,285000
6951,Mitchel,5,5,1984,1985,TA,No,658,876,923,0,923,1,TA,0,1,264,0,119500
3950,OldTown,6,8,1926,2004,TA,No,468,818,818,406,1224,1,TA,0,1,210,0,115000
7681,Crawfor,5,6,1921,1950,TA,No,0,731,820,523,1343,1,TA,1,1,186,0,154900
8335,Edwards,5,5,1954,1954,NA,NA,0,0,1124,0,1124,1,TA,1,0,0,36,93000
11170,Timber,7,5,1990,1991,Gd,No,1216,1216,1298,1216,2514,2,TA,0,2,693,0,250000
5587,Crawfor,8,5,2008,2008,Ex,Gd,1480,1600,1652,0,1652,2,Gd,1,2,482,53,392500
15623,NoRidge,10,5,1996,1996,Ex,Av,2096,2396,2411,2065,4476,3,Ex,2,3,813,78,745000
10800,OldTown,5,6,1920,1950,TA,No,821,1120,1130,0,1130,1,TA,1,2,720,0,120000
35133,Timber,5,4,1963,1963,TA,Gd,1159,1572,1572,0,1572,1,TA,2,3,995,263,186700
9738,Edwards,5,7,1924,1950,TA,No,392,784,949,272,1221,1,TA,0,1,392,0,104900
10615,OldTown,3,5,1900,1970,Fa,Mn,440,978,1014,685,1699,2,TA,0,2,420,74,95000
12461,NoRidge,8,5,1994,1995,Gd,No,1456,1624,1624,0,1624,2,Gd,1,3,757,114,262000
8935,CollgCr,7,5,2002,2002,Gd,No,0,831,831,829,1660,2,Gd,0,2,493,68,195000
7500,Gilbert,7,5,1999,1999,TA,No,0,994,1028,776,1804,2,Gd,1,2,442,60,189000
32463,Mitchel,4,4,1961,1975,TA,Av,1159,1249,1622,0,1622,1,TA,1,4,1356,0,168000
2645,Somerst,8,5,1999,2000,Gd,No,0,776,764,677,1441,2,Gd,0,2,492,0,174000
9600,OldTown,5,8,1925,1994,TA,Mn,0,702,842,630,1472,1,Gd,0,1,250,0,125000
4500,Mitchel,6,5,1999,1999,Ex,No,883,1224,1224,0,1224,2,TA,0,2,402,304,165000
9364,Sawyer,6,7,1969,1969,TA,No,371,663,663,689,1352,1,TA,0,1,299,36,158000
8029,Gilbert,6,5,2005,2005,Gd,No,0,728,728,728,1456,2,Gd,0,2,400,24,176000
14054,Gilbert,7,5,2006,2006,Gd,Av,0,879,879,984,1863,2,Gd,1,3,660,17,219210
8850,OldTown,7,6,1916,1950,TA,No,0,815,815,875,1690,1,TA,1,1,225,0,144000
9100,CollgCr,7,5,2001,2001,Gd,No,0,1212,1212,0,1212,2,Gd,0,2,573,0,178000
11235,Sawyer,4,5,1963,1979,TA,No,547,1051,1382,0,1382,1,TA,1,2,459,82,148000
9353,NAmes,4,5,1970,1970,TA,No,0,864,864,0,864,1,TA,0,1,280,0,116050
10400,CollgCr,7,5,1998,1998,Gd,Av,0,866,866,913,1779,2,Gd,0,2,546,36,197900
6000,BrkSide,5,8,1925,1997,TA,No,0,884,884,464,1348,1,TA,1,1,216,0,117000
9750,CollgCr,7,5,2000,2001,Gd,No,0,1630,1630,0,1630,2,Gd,1,2,451,234,213000
10140,NWAmes,5,6,1975,1975,Gd,No,788,1056,1074,0,1074,1,TA,0,2,495,88,153500
14684,SawyerW,7,7,1990,1991,Gd,Mn,485,2158,2196,0,2196,2,Gd,1,3,701,70,271900
8900,SawyerW,4,4,1966,1966,TA,No,1056,1056,1056,0,1056,1,TA,0,1,384,42,107000
9135,CollgCr,6,5,2003,2003,Gd,Av,340,1682,1700,0,1700,2,Gd,0,2,544,23,200000
7763,NAmes,5,7,1962,1980,TA,No,504,931,1283,0,1283,1,TA,0,2,506,0,140000
10182,Somerst,8,5,2006,2006,Ex,Mn,1220,1660,1660,0,1660,2,Gd,1,2,500,50,290000
11218,SawyerW,6,5,1992,1992,Gd,No,0,1055,1055,790,1845,2,Gd,1,2,462,104,189000
12134,Gilbert,8,7,1988,2005,Gd,Av,427,559,1080,672,1752,2,TA,0,2,492,12,164000
9340,Edwards,4,6,1941,1950,TA,No,344,672,672,0,672,1,TA,0,1,234,113,113000
10246,Sawyer,4,9,1965,2001,TA,Av,648,648,960,0,960,0,TA,0,1,364,0,145000
10205,NAmes,5,5,1962,1962,TA,Av,784,925,999,0,999,1,TA,0,1,300,72,134500
7094,Sawyer,5,5,1966,1966,TA,No,180,894,894,0,894,1,TA,0,1,384,0,125000
8930,Sawyer,6,5,1978,1978,NA,NA,0,0,1318,584,1902,2,TA,0,2,539,0,112000
8640,Somerst,8,5,2009,2009,Gd,Mn,936,1300,1314,0,1314,2,Gd,0,2,552,112,229456
6240,BrkSide,4,5,1947,1950,NA,NA,0,0,672,240,912,1,TA,0,0,0,0,80500
1680,BrDale,6,5,1971,1971,TA,No,0,672,672,546,1218,1,TA,0,0,0,0,91500
7800,NAmes,5,5,1964,1964,TA,No,312,912,912,0,912,1,TA,0,1,288,0,115000
8250,Sawyer,5,5,1968,1968,TA,No,250,952,1211,0,1211,1,TA,1,1,322,63,134000
10496,NAmes,6,6,1949,1950,TA,Mn,196,1040,1168,678,1846,2,TA,1,1,315,0,143000
10680,NAmes,5,3,1951,1951,TA,No,756,2136,2136,0,2136,2,TA,0,2,528,30,137900
15384,Gilbert,7,5,2004,2005,Gd,Av,724,788,788,702,1490,2,Gd,1,2,388,75,184000
10482,NAmes,6,8,1958,1958,TA,Av,507,588,1138,0,1138,1,TA,0,1,264,0,145000
14598,Somerst,6,5,2007,2007,Gd,Mn,0,894,894,1039,1933,2,Gd,1,3,668,18,214000
8872,NAmes,5,8,1965,2008,TA,No,595,912,912,0,912,1,Gd,0,2,576,240,147000
8769,NridgHt,9,5,2008,2008,Ex,No,1540,1702,1702,0,1702,1,Ex,1,3,1052,72,367294
7910,NAmes,5,5,1960,1960,TA,No,666,1075,1507,0,1507,2,TA,0,1,404,0,127000
18890,Sawyer,5,5,1977,1977,Gd,No,498,1361,1361,1259,2620,2,TA,1,2,600,24,190000
7728,NAmes,5,6,1962,1962,TA,Av,803,1106,1190,0,1190,1,TA,0,2,540,18,132500
9842,NAmes,4,5,1962,1962,NA,NA,0,0,1224,0,1224,2,TA,0,2,462,0,101800
12160,NAmes,5,5,1959,1959,TA,No,1000,1188,1188,0,1188,1,TA,0,2,531,0,142000
8525,SWISU,5,6,1911,1950,TA,Av,0,940,1024,940,1964,1,TA,0,0,0,192,130000
13132,Crawfor,5,5,1914,1950,Gd,Mn,0,747,892,892,1784,1,TA,0,1,180,40,138887
2628,NridgHt,7,5,2003,2003,Gd,No,0,764,764,862,1626,2,Gd,0,2,474,27,175500
12393,CollgCr,7,5,2004,2005,Gd,No,0,847,847,1101,1948,2,Gd,1,2,434,48,195000
13072,SawyerW,6,5,2005,2005,Gd,No,0,1141,1141,0,1141,1,TA,0,2,484,0,142500
9037,Timber,8,5,2006,2006,Gd,Av,428,1476,1484,0,1484,2,Ex,1,2,472,33,265900
8158,CollgCr,7,5,2003,2003,Gd,No,550,884,884,884,1768,2,Gd,0,2,543,63,224900
9849,Somerst,7,6,2007,2007,Gd,Av,0,1689,1689,0,1689,2,Gd,0,3,954,56,248328
10625,NWAmes,7,6,1974,1974,Gd,Gd,885,1053,1173,0,1173,2,Gd,2,2,528,120,170000
13891,NridgHt,10,5,2006,2006,Ex,Gd,1386,2076,2076,0,2076,2,Ex,1,3,850,229,465000
11435,Crawfor,8,7,1929,1950,Gd,No,0,792,792,725,1517,1,Gd,2,2,400,0,230000
12090,NWAmes,6,7,1984,2003,Gd,No,0,585,1140,728,1868,3,TA,1,2,477,112,178000
8125,Somerst,7,5,2005,2006,Gd,No,0,756,756,797,1553,2,Gd,0,2,615,45,186500
12328,Mitchel,6,5,1976,1976,TA,Av,539,1012,1034,0,1034,1,TA,0,3,888,0,169900
9600,OldTown,6,5,1917,1950,Gd,No,319,735,1134,924,2058,1,TA,1,2,396,0,129500
7200,NAmes,5,7,1950,1950,TA,No,534,876,988,0,988,1,TA,0,1,276,80,119000
11160,NAmes,7,5,1968,1968,TA,No,1065,2110,2110,0,2110,2,Ex,2,2,522,0,244000
3136,NridgHt,7,5,2003,2003,Gd,No,0,1405,1405,0,1405,2,Gd,1,2,478,36,171750
9858,Mitchel,5,6,1968,1968,TA,No,510,864,874,0,874,1,TA,0,1,288,0,130000
17542,Veenker,7,7,1974,2003,TA,Gd,125,1192,1516,651,2167,2,Gd,2,2,518,47,294000
6931,Edwards,7,5,2003,2004,Gd,No,0,746,760,896,1656,2,Gd,1,2,397,128,165400
6240,BrkSide,6,6,1931,1950,TA,No,425,884,959,408,1367,1,TA,1,1,560,0,127500
14303,NoRidge,8,5,1994,1994,Gd,Gd,1314,1986,1987,0,1987,2,Gd,1,2,691,36,301500
4060,Edwards,5,8,1922,1950,Fa,No,0,864,864,0,864,1,TA,0,0,0,96,99900
9587,Gilbert,7,5,2005,2005,Gd,Gd,655,856,1166,0,1166,2,Gd,0,2,400,0,190000
9750,NAmes,6,8,1969,1969,Gd,No,602,1054,1054,0,1054,1,TA,0,2,460,0,151000
24682,Gilbert,6,5,1999,1999,Gd,No,0,841,892,783,1675,2,TA,1,2,502,103,181000
9600,NAmes,5,6,1956,1956,TA,No,504,1050,1050,0,1050,1,TA,0,1,338,0,128900
11250,ClearCr,4,5,1957,1989,TA,Av,0,1104,1104,684,1788,1,TA,2,1,304,0,161500
13515,BrkSide,6,6,1919,1950,TA,No,0,764,1060,764,1824,1,TA,1,2,520,0,180500
4060,NAmes,6,5,1998,1999,Gd,No,266,1405,1337,0,1337,2,Gd,0,2,511,68,181000
3735,Somerst,7,5,1999,1999,Gd,No,450,691,713,739,1452,2,Gd,0,2,506,34,183900
10120,OldTown,7,4,1910,1950,TA,No,0,925,964,925,1889,1,TA,1,1,308,0,122000
13214,Timber,9,5,2008,2009,Ex,Gd,0,2002,2018,0,2018,2,Ex,1,3,746,76,378500
14100,Crawfor,8,9,1935,1997,TA,Mn,192,728,1968,1479,3447,3,Gd,2,3,1014,12,381000
11344,NAmes,5,5,1958,1958,TA,No,460,874,874,650,1524,1,TA,0,1,315,0,144000
23595,ClearCr,7,6,1979,1979,Gd,Gd,1258,1332,1332,192,1524,0,Gd,1,2,586,0,260000
9156,NWAmes,6,7,1968,1968,TA,No,0,1489,1489,0,1489,2,Gd,1,2,462,0,185750
13526,Sawyer,5,6,1965,1965,TA,No,560,935,935,0,935,1,TA,0,1,288,0,137000
11512,Edwards,6,7,1959,2006,TA,Av,719,1019,1357,0,1357,1,Ex,1,1,312,0,177000
5362,Crawfor,5,6,1910,2003,TA,No,0,661,661,589,1250,2,TA,1,2,552,0,139000
11345,NAmes,5,5,1948,1950,TA,No,220,928,928,992,1920,2,TA,0,2,400,0,137000
12936,NWAmes,6,6,1972,1972,TA,No,593,723,735,660,1395,1,TA,1,2,497,116,162000
17871,NWAmes,6,5,1967,1976,Gd,Av,528,1680,1724,0,1724,1,TA,1,2,480,0,197900
9473,CollgCr,8,5,2002,2002,Gd,No,804,1128,1128,903,2031,2,Gd,1,2,577,211,237000
7500,IDOTRR,4,4,1920,1950,TA,No,0,698,698,430,1128,1,TA,0,2,528,0,68400
9808,CollgCr,7,5,2002,2002,Gd,No,788,1573,1573,0,1573,2,Gd,0,2,544,72,227000
8049,Timber,7,5,1990,1990,Gd,No,1053,1309,1339,0,1339,2,TA,1,2,484,58,180000
8800,CollgCr,5,7,1977,2008,Gd,Mn,532,1040,1040,0,1040,2,Gd,0,2,484,0,150500
9400,Mitchel,6,5,1971,1971,TA,Av,0,912,912,912,1824,2,TA,0,0,0,0,139000
9638,SWISU,6,7,1919,1990,TA,No,0,804,1699,748,2447,2,Gd,1,1,336,0,169000
6000,BrkSide,6,6,1939,1950,TA,No,0,780,825,587,1412,1,TA,1,1,280,0,132500
9790,NWAmes,6,5,1963,1963,TA,No,569,1328,1328,0,1328,1,TA,2,2,528,26,143000
36500,ClearCr,5,5,1964,1964,TA,Av,812,1624,1582,0,1582,2,TA,0,2,390,198,190000
5664,StoneBr,8,5,2000,2000,Gd,No,1158,1501,1659,0,1659,2,Ex,1,2,499,59,278000
11065,NridgHt,8,5,2006,2006,Gd,Mn,0,1085,1120,850,1970,2,Ex,1,3,753,74,281000
14112,NAmes,5,7,1964,1964,TA,Av,1014,1152,1152,0,1152,1,TA,1,2,484,0,180500
1680,BrDale,5,7,1972,1972,TA,No,231,630,630,672,1302,2,TA,0,1,264,0,119500
6600,OldTown,5,4,1892,1965,TA,No,0,994,1378,994,2372,2,TA,0,1,432,287,107500
10140,NWAmes,7,5,1976,1976,Gd,No,194,832,832,832,1664,2,TA,1,2,528,28,162900
